wallet_address,total_transactions,total_amount_usd,avg_amount_usd,std_amount_usd,wallet_age_days,first_txn,last_txn,asset_diversity,txn_per_day,weighted_score,score_band
0x0032061708483b10455972cd205f4951c0aa2949,1,3671.323264444112,3671.323264444112,0.0,1,2019-06-24 21:46:08,2019-06-24 21:46:08,1,1.0,27.52341671711826,Low
0x0032bc4e58118b3ce0cd9d472cb722bed0da6dad,1,2898.8751791782415,2898.8751791782415,0.0,1,2019-07-07 06:02:57,2019-07-07 06:02:57,1,1.0,27.523008835998965,Low
0x0032c91b1fc2ffc7deb3a48fd171a0471e3bd741,1,5.852097453634553,5.852097453634553,0.0,1,2019-06-26 00:24:58,2019-06-26 00:24:58,1,1.0,27.521481212958314,Low
0x003792603d31899c0d0032c1e4a50f4558e07cda,1,24.874841307655927,24.874841307655927,0.0,1,2019-06-03 01:10:01,2019-06-03 01:10:01,1,1.0,27.521491257669673,Low
0x003c52a71c887461087154eccced08cb1c5384a5,12,47089.39686829889,3924.1164056915745,5119.574328848961,48,2019-05-28 11:35:43,2019-07-15 01:27:32,4,0.25,48.86745482583835,Good
0x003dc32fe920a4aaeed12dc87e145f030aa753f3,1,1736.4830853245144,1736.4830853245144,0.0,1,2019-07-23 16:32:07,2019-07-23 16:32:07,1,1.0,27.522395050040576,Low
0x004537fcd9095489ebe38180a382341b962b501d,1,386.1014717162636,386.1014717162636,0.0,1,2019-05-27 13:42:51,2019-05-27 13:42:51,1,1.0,27.5216819986724,Low
0x0048800e4f0f43c4867a9326402c69c28cd23bc7,5,1650.6225651503037,330.1245130300607,445.11132464059983,10,2019-07-12 22:26:05,2019-07-22 21:32:38,2,0.5,33.67390061379032,Low
0x0049fab7f5dd1f26f057bd5d972ffc6ba3c349dd,4,27225.200707264812,6806.300176816203,12070.586968430354,8,2019-05-31 10:45:13,2019-06-07 14:27:33,3,0.5,37.70051560254042,Low
0x00552d85d4d1b09b76786c72798c5e5bd296b95b,1,1588.0625087812025,1588.0625087812025,0.0,1,2019-06-20 12:59:11,2019-06-20 12:59:11,1,1.0,27.522316678494263,Low
0x0069942d0e0835dc6b229ab1039b96f0e95dbf94,2,277.2871839098592,138.6435919549296,115.90057109635441,1,2019-08-01 17:32:27,2019-08-01 17:41:07,2,2.0,32.21380868741649,Low
0x0073c423a0b5d88b330d481301025db1ab65d891,4,4397.374882813689,1099.3437207034222,1537.3822383696354,35,2019-06-04 15:54:55,2019-07-08 20:05:15,3,0.11428571428571428,42.019844130648025,Good
0x00778a211057c47a9f8885750bbf48226771bcdc,18,110297.8427344955,6127.6579296941945,6072.394255561396,52,2019-06-03 17:40:46,2019-07-25 00:47:45,1,0.34615384615384615,35.739351147510426,Low
0x0079fe344f3fdec28956b39c8bbf5b5c31b926bd,1,318.800174,318.800174,0.0,1,2019-07-04 21:50:06,2019-07-04 21:50:06,1,1.0,27.521646461101433,Low
0x007a65795aea058d7b7e8d33c6e954f8bac533cb,1,51371.54934467554,51371.54934467554,0.0,1,2019-07-15 09:41:11,2019-07-15 09:41:11,1,1.0,27.548604198291287,Low
0x00809b9263aab2856bf65be3d3bc3fcb9e19c1fb,32,89856.64017445075,2808.020005451586,3392.255748852359,67,2019-05-29 01:53:20,2019-08-03 15:56:17,2,0.47761194029850745,43.25014127252362,Good
0x0082a12e195b8f31660830132e72716225382075,2,65.20932438847093,32.604662194235466,18.129671937049615,3,2019-08-06 22:30:31,2019-08-09 01:49:41,1,0.6666666666666666,27.860155574681965,Low
0x009b56330ae5ec5042b9ca46ddb3043cc0d006f3,3,45538.39901147351,15179.466337157837,15867.114428831725,77,2019-05-23 20:36:58,2019-08-08 17:44:59,2,0.03896103896103896,43.28010945535285,Good
0x009b6817807c332b9445f5c9cf2ac94631fe876e,1,2.2407842618340146,2.2407842618340146,0.0,1,2019-07-19 00:30:20,2019-07-19 00:30:20,1,1.0,27.521479306051567,Low
0x009c07cc41a358176c97b525284d50f4960bc939,6,5358.59766228546,893.0996103809099,592.477040428834,28,2019-05-25 20:03:32,2019-06-22 15:22:53,2,0.21428571428571427,36.414484525904726,Low
0x00a050ae48f4f5463321a9eb2aa2dc2314076ca8,4,48.11915596325937,12.029788990814842,5.7181216914366555,27,2019-07-04 19:38:16,2019-07-31 14:51:38,3,0.14814814814814814,40.85595550502704,Good
0x00a22ebafb4e5f9e43b5e8c8db245856d2be2b98,2,497.81705811208485,248.90852905604243,77.54340985381111,1,2019-07-31 09:50:56,2019-07-31 10:21:27,2,2.0,32.2149291205189,Low
0x00ace6f9c2d01981b709e6b24334bbefe83ace9c,2,127.84859331959719,63.92429665979859,61.74893418299635,21,2019-07-19 22:20:10,2019-08-09 07:02:29,1,0.09523809523809523,30.562833291686637,Low
0x00b1812ff2c3f4e844048dba13c3a28749cd98f4,1,7956.3207427737125,7956.3207427737125,0.0,1,2019-07-15 22:09:32,2019-07-15 22:09:32,1,1.0,27.52567935405274,Low
0x00ba434edeccf437b6ccd423ce61391697fc0093,2,569.0236842424504,284.5118421212252,322.539015590428,1,2019-08-09 10:47:22,2019-08-09 11:09:04,2,2.0,32.20855404657108,Low
0x00ca89aacfcf2c52136935b852af1668169f5035,2,29152.61835755273,14576.309178776364,19125.780518352658,14,2019-07-12 14:41:40,2019-07-26 11:51:08,1,0.14285714285714285,29.027692657725563,Low
0x00cabd694cb935ea5bda953be560253934916043,1,19.81625108341925,19.81625108341925,0.0,1,2019-07-30 11:18:27,2019-07-30 11:18:27,1,1.0,27.521488586547193,Low
0x00d6eddba006378cb3d7a635d180666dda30442e,2,10.56711219226021,5.283556096130105,6.582120030740069,1,2019-08-01 02:27:51,2019-08-01 02:28:37,2,2.0,32.21652922131476,Low
0x00d9d60bb8ce1fcf3ff3ef6a1ee405168b69ac17,1,56.022555297496204,56.022555297496204,0.0,1,2019-07-29 11:19:05,2019-07-29 11:19:05,1,1.0,27.521507704813096,Low
0x00e646a94433363eabf3d2ed85c92543161d73a6,1,111.55531904197815,111.55531904197815,0.0,1,2019-07-09 10:46:47,2019-07-09 10:46:47,1,1.0,27.52153702816345,Low
0x00e9dc3f85bcb907ca254c90765b57dd500494b8,1,4.079647637052815,4.079647637052815,0.0,1,2019-06-28 19:10:31,2019-06-28 19:10:31,1,1.0,27.521480277039345,Low
0x00ee6c6b23a2451c4ad4ea9e7ad25182ff010df1,1,0.059999333135299454,0.059999333135299454,0.0,1,2019-07-30 22:34:34,2019-07-30 22:34:34,1,1.0,27.521478154516576,Low
0x00efe838a629339d98f565956e055b64724840ad,1,9553.329414608988,9553.329414608988,0.0,1,2019-05-29 21:43:30,2019-05-29 21:43:30,1,1.0,27.526522633616807,Low
0x00f25b1c2410cedf130cc622618ba8d03c24de3e,1,74.46911094610915,74.46911094610915,0.0,1,2019-06-28 20:50:59,2019-06-28 20:50:59,1,1.0,27.5215174452758,Low
0x00f57b489bcc01e8526a645ac5880f40638a1e9a,1,19.891177,19.891177,0.0,1,2019-08-13 07:11:40,2019-08-13 07:11:40,1,1.0,27.521488626110852,Low
0x00f983b0b1c68d006a5c273bacec554dcf2c1431,1,10.0,10.0,0.0,1,2019-08-05 14:35:38,2019-08-05 14:35:38,1,1.0,27.521483403204062,Low
0x00fa8efa590cf81bc7a3e2ae5cd11a6cb5d892d1,1,1.7378747229905342,1.7378747229905342,0.0,1,2019-06-25 04:06:21,2019-06-25 04:06:21,1,1.0,27.521479040496754,Low
0x00fe460a15b49d09f39b057d0f1a7b9444f4f2be,12,9144.205702054418,762.0171418378682,1832.917686683933,52,2019-06-22 15:07:24,2019-08-13 04:37:41,4,0.23076923076923078,49.53428685656003,Good
0x0107bb6e95c2627e7413da1830cdb471df37d619,1,9.86287174320337,9.86287174320337,0.0,1,2019-07-30 02:49:38,2019-07-30 02:49:38,1,1.0,27.521483330795277,Low
0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,2,3557.1954205740108,1778.5977102870054,2431.9296483722537,5,2019-07-22 11:08:36,2019-07-26 16:30:44,2,0.4,32.755760768199146,Low
0x011492e973e8825076420efaef19d8f242c7e2d7,1,33167.27,33167.27,0.0,1,2019-08-07 15:28:18,2019-08-07 15:28:18,1,1.0,27.538991666424216,Low
0x011689954bab19dbee2f35641513314ba6fcf52a,1,12.13606452161497,12.13606452161497,0.0,1,2019-08-03 03:13:13,2019-08-03 03:13:13,1,1.0,27.521484531125022,Low
0x0118289457e9fd02c05e37e27a11bd09d3500021,11,1831018.990571856,166456.27187016874,131690.44414921582,52,2019-05-23 16:52:28,2019-07-14 15:53:42,2,0.21153846153846154,37.74559026637968,Low
0x012155a33e8e6b9b5e24602ae69b4fb673eba698,3,402.7457345855402,134.24857819518007,62.953988252832595,8,2019-06-02 12:58:22,2019-06-09 20:01:27,1,0.375,28.64890916237271,Low
0x012a23725c8cd1cf5fd038d0d37880a5925dad81,1,3.1777955429348497,3.1777955429348497,0.0,1,2019-06-25 16:43:08,2019-06-25 16:43:08,1,1.0,27.521479800828132,Low
0x012c5450b22a626a810d376d5519878a914c3f2b,2,322.0411643432327,161.02058217161635,58.7289156884682,12,2019-07-26 08:46:34,2019-08-06 10:42:52,1,0.16666666666666666,29.211121700466474,Low
0x0138e385f1504e8c6c458ff29f148d6184fd60de,1,19.936385036973313,19.936385036973313,0.0,1,2019-08-07 20:03:01,2019-08-07 20:03:01,1,1.0,27.521488649982363,Low
0x01489713a676911d5f8937e8cf822c2207990534,5,5885.777387062097,1177.1554774124193,1044.0442538811492,20,2019-07-18 00:04:12,2019-08-06 00:46:30,1,0.25,30.506042653544778,Low
0x014d808541240a693b48819a600b401cf6b3b8b7,6,729.5431259886554,121.59052099810924,51.55364550047325,51,2019-06-17 09:14:33,2019-08-06 12:48:05,2,0.11764705882352941,39.88103682009115,Low
0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6,1,1927.2270693450014,1927.2270693450014,0.0,1,2019-08-12 08:02:03,2019-08-12 08:02:03,1,1.0,27.52249576990925,Low
0x016cf1f96a72a31158421bf583e241933980be08,2,723.066421904288,361.533210952144,89.63505726646031,1,2019-08-11 23:37:13,2019-08-11 23:54:53,1,2.0,27.558210612590756,Low
0x016f71d21f6b1629a174d687b83e55984ce22a41,1,9.973289257102367,9.973289257102367,0.0,1,2019-06-22 17:17:06,2019-06-22 17:17:06,1,1.0,27.521483389099803,Low
0x0172f82d3852c70c8804fd3c5981b2425a71efab,2,159.24887307370022,79.62443653685011,10.134322901937557,3,2019-07-08 23:52:24,2019-07-11 20:57:37,1,0.6666666666666666,27.86041450648152,Low
0x0174bed89609e1de43df66dd480dc2e97cef2cf2,5,18284.711999218027,3656.9423998436055,2985.2719475700524,3,2019-07-26 10:33:25,2019-07-28 20:49:00,2,1.6666666666666667,32.56472374457204,Low
0x017715b9a71dabed2ddae0bbbb6b0896509c8212,4,40.68883140563834,10.172207851409585,2.5135874573547334,17,2019-07-25 07:05:31,2019-08-11 02:41:07,1,0.23529411764705882,30.04089001917282,Low
0x018f2071db8b2ccdfa713984b01a6c3b7d758024,1,242.69626617785104,242.69626617785104,0.0,1,2019-05-31 06:41:41,2019-05-31 06:41:41,1,1.0,27.521606275427217,Low
0x01a35017c1475e9c4daa88771ee5bc9ee427c28f,3,1924.1066382986564,641.3688794328855,594.5806162654746,21,2019-05-31 17:01:39,2019-06-20 17:21:17,1,0.14285714285714285,30.588531950726612,Low
0x01b29eb97ec05b81abd72b77035d99dc1b482c1a,17,1182.0839800146507,69.53435176556769,59.26135457372767,55,2019-06-17 04:20:18,2019-08-11 02:55:43,4,0.3090909090909091,50.22062270203802,Good
0x01b53373cacdd6b67cd98cdbfecdd07457084e1f,3,20.622250714305927,6.8740835714353095,6.440858198041856,31,2019-07-02 18:01:09,2019-08-02 14:02:03,2,0.0967741935483871,36.76154567827341,Low
0x01bd086961956a1d826eecfc89ec6c656c9a47a1,2,1005.1937039292258,502.5968519646129,3.6725032678307534,1,2019-06-27 23:01:30,2019-06-27 23:04:42,2,2.0,32.21713057908545,Low
0x01c52f488fad4cdf074cd27988539ad76dd57c44,1,21.23663187987433,21.23663187987433,0.0,1,2019-07-26 00:22:12,2019-07-26 00:22:12,1,1.0,27.521489336560716,Low
0x01dcae1cbee1f9a21d1e0e7752f9a6f6a70d9f65,1,141.04127765560878,141.04127765560878,0.0,1,2019-06-30 15:49:56,2019-06-30 15:49:56,1,1.0,27.521552597838657,Low
0x01e7f16e17c50d070eb66787f25ce3be405d6038,6,838.3764573594074,139.72940955990123,187.20830613358734,14,2019-07-30 08:40:55,2019-08-13 05:51:28,1,0.42857142857142855,29.663239548560284,Low
0x01e8a979e7c5a1bb5c7af02a5f11263d0af4c19e,2,1204.3503297982531,602.1751648991266,850.5631475260958,78,2019-05-25 02:23:33,2019-08-10 02:43:16,1,0.02564102564102564,39.10474493014165,Low
0x01fafce3a66d553167bd30d9af43f22f5f9178ca,1,1087.4377358497875,1087.4377358497875,0.0,1,2019-06-14 16:14:03,2019-06-14 16:14:03,1,1.0,27.522052330123632,Low
0x01fd6dbd4fe9ca0ec9fb9a4a772d33e17dc6b20a,5,98.9194020043525,19.7838804008705,23.268598940720704,2,2019-08-05 21:30:17,2019-08-07 18:21:38,1,2.5,27.825919061993993,Low
0x0215c1aa89283d755c6a79d99153b907dcfa73a4,4,26.971237665947232,6.742809416486808,2.655034722632081,1,2019-08-12 22:08:09,2019-08-12 23:22:25,2,4.0,32.29403437342832,Low
0x021c7e6b319f2256a3001b419c66c180048c9fd4,2,0.30322155995830413,0.15161077997915207,0.2101592452407906,3,2019-08-02 23:50:02,2019-08-05 14:11:55,1,0.6666666666666666,27.860590338794637,Low
0x0221897df245d3f27b39950881dc487158f00bf8,1,5.921071196540627,5.921071196540627,0.0,1,2019-06-04 21:52:20,2019-06-04 21:52:20,1,1.0,27.521481249378997,Low
0x022fbe6e1ef781569a67e9e8204eb14f504d22db,1,13.240511583823467,13.240511583823467,0.0,1,2019-05-25 09:11:29,2019-05-25 09:11:29,1,1.0,27.521485114313865,Low
0x02318208d78abf27ffec35d4788e9a12de440d24,1,0.17515951730501853,0.17515951730501853,0.0,1,2019-06-24 20:43:46,2019-06-24 20:43:46,1,1.0,27.521478215325413,Low
0x023369617ab89ab462893f22352ce656e6c092db,1,200.4792851730398,200.4792851730398,0.0,1,2019-07-10 03:34:31,2019-07-10 03:34:31,1,1.0,27.521583983301962,Low
0x0235a450c1e56006217506ce78c5cbc8627b9097,1,923.6790390634845,923.6790390634845,0.0,1,2019-05-25 09:56:19,2019-05-25 09:56:19,1,1.0,27.521965859483327,Low
0x0235ecaa45c4ce4abaf58c21e70c103d1bd745d7,10,1284193.085634267,128419.30856342669,136144.3543292395,31,2019-06-17 14:12:33,2019-07-18 09:45:30,1,0.3225806451612903,29.490631238312986,Low
0x023ebddb99167a6677841433566094ddcc6dcf23,5,3534.414684759306,706.8829369518612,790.612306246782,9,2019-08-01 11:32:40,2019-08-10 06:12:43,1,0.5555555555555556,28.859120652489473,Low
0x02412bd3f80e8c42af80ab85e094cf88958f14ff,1,733.3275257019118,733.3275257019118,0.0,1,2019-08-13 08:08:30,2019-08-13 08:08:30,1,1.0,27.52186534685366,Low
0x024203e8afc3c2c8681d8e5def2c614a4ac81c40,1,9.983534238967602,9.983534238967602,0.0,1,2019-06-24 21:13:58,2019-06-24 21:13:58,1,1.0,27.521483394509527,Low
0x0242d49b86bca78489d31583f15130a1d8b654de,3,190.41197446573563,63.47065815524521,75.91555332117508,2,2019-07-14 08:38:35,2019-07-16 03:21:26,1,1.5,27.74719565791151,Low
0x0249709880fc44b72f00abbe7f6120c9a61bade7,20,24967.412791397514,1248.3706395698757,1377.2479746408396,44,2019-06-27 22:31:53,2019-08-10 01:29:21,2,0.45454545454545453,39.349419155488015,Low
0x02621e31998b15a93b39aa643a60396deee8bed2,2,84.60640823360013,42.30320411680007,52.762183999998875,17,2019-07-15 10:44:44,2019-07-31 15:03:58,1,0.11764705882352941,29.962204269907016,Low
0x0262b2855d5a23e8168502000770127ebeb228d3,1,16.873612298593148,16.873612298593148,0.0,1,2019-08-02 17:50:03,2019-08-02 17:50:03,1,1.0,27.52148703272523,Low
0x0276dece5594a6db72e044c85488519a18f9e462,1,4499.921141,4499.921141,0.0,1,2019-06-21 12:16:45,2019-06-21 12:16:45,1,1.0,27.523854247401264,Low
0x027f909e8009939b42cbdbc77c08a9bd14c826b6,1,2.0,2.0,0.0,1,2019-07-30 05:00:18,2019-07-30 05:00:18,1,1.0,27.52147917890858,Low
0x029d68ff4b05fc4102d8caa77e28c585a32cdd16,22,732236.0345029501,33283.45611377046,27091.454102389893,49,2019-05-29 23:45:55,2019-07-17 09:08:02,3,0.4489795918367347,44.534789243515235,Good
0x02ab88ddc83fd680395e020b281cd73d941c1df4,3,634049.7458229993,211349.9152743331,317999.5965452117,5,2019-05-30 02:04:29,2019-06-03 19:07:53,1,0.6,20.21098750158071,Low
0x02ac0323d8ffd25fb9cc38432f9d26a25d69cb76,1,0.060175565214465335,0.060175565214465335,0.0,1,2019-07-27 18:44:42,2019-07-27 18:44:42,1,1.0,27.52147815460963,Low
0x02b900ce068b3e615b5b13bcfeafb60b61c8ca94,4,1000.0,250.0,173.20508075688772,23,2019-07-13 21:29:31,2019-08-04 21:42:05,1,0.17391304347826086,30.938190901187255,Low
0x02bb37b9c47bf20c96052531910a6d047d1d6560,1,19.86314389608367,19.86314389608367,0.0,1,2019-08-06 21:46:10,2019-08-06 21:46:10,1,1.0,27.521488611308335,Low
0x02beb549dcb28920788fab134202ae2cd07808a2,1,20.747099936693758,20.747099936693758,0.0,1,2019-08-03 11:55:47,2019-08-03 11:55:47,1,1.0,27.52148907806977,Low
0x02befc74242d56de1558e07f26b0057da73c4c00,7,55397.67050552245,7913.95292936035,6231.1542517445205,12,2019-07-04 20:13:36,2019-07-15 20:50:15,2,0.5833333333333334,33.92864781157529,Low
0x02c3595b86bc641c68d32026097afbb45a559159,2,517.4837357484556,258.7418678742278,64.7131330668591,1,2019-07-29 20:17:15,2019-07-29 20:30:17,2,2.0,32.2152753332263,Low
0x02c5538202d60d26d87b7c9929eda68fc87e6466,1,114.80991859957265,114.80991859957265,0.0,1,2019-05-24 17:41:38,2019-05-24 17:41:38,1,1.0,27.521538746712228,Low
0x02ce3b6c086e88616783163fb095578c86fbd4a9,4,11858.004799139064,2964.501199784766,3161.0518881587795,37,2019-05-27 12:22:24,2019-07-03 11:51:13,2,0.10810810810810811,37.625184391046744,Low
0x02d3b8142b49cfb701c8820fb06e61e4825998e4,5,3290.948237723975,658.189647544795,624.5530819704325,25,2019-07-19 23:32:39,2019-08-13 03:32:51,1,0.2,31.266704288227636,Low
0x02d872ef5f1ef7bd86bb1caf535f749a7c16daaa,2,26.34113550094893,13.170567750474465,9.798440390019922,1,2019-08-08 02:24:37,2019-08-08 02:33:35,2,2.0,32.216453364529286,Low
0x02dbd1aa375c7d00ecf1de198158ffa332110d47,2,199.49954721761264,99.74977360880632,0.3538735560897599,5,2019-05-27 14:59:02,2019-06-01 07:28:50,2,0.4,32.817633420105196,Low
0x02e4a4f5d88999228c87f4f7b73fb48f9b1656b1,1,1029.6593304462294,1029.6593304462294,0.0,1,2019-08-03 21:32:56,2019-08-03 21:32:56,1,1.0,27.522021820991544,Low
0x02ea6b948d15580a95eb5725c116a1d72ed939d6,7,757.3904330017506,108.19863328596436,65.47789310688763,1,2019-06-06 13:00:16,2019-06-07 11:19:38,2,7.0,32.408866245635856,Low
0x02ef744c9160384ce566b3e41c48fb9b35daf162,4,10311.895064189179,2577.9737660472947,2963.263773749427,41,2019-06-26 18:24:11,2019-08-05 23:15:35,2,0.0975609756097561,38.230386435550926,Low
0x02feeb0ade57b6adeede5a4eeea6cf8c21beb6b1,2,150.2981653672976,75.1490826836488,35.56617381245848,1,2019-06-29 04:32:44,2019-06-29 04:33:04,2,2.0,32.21584435707417,Low
0x02ff5c0cb4af48946f3a80f9e980c2d25d516589,2,30.520070304153187,15.260035152076593,5.168845589435774,7,2019-07-26 23:03:01,2019-08-02 17:58:00,1,0.2857142857142857,28.46131791586761,Low
0x0303c453da3e8a14ea99f894e5ed726be48bac55,2,14.022100165450672,7.011050082725336,8.420292827029757,1,2019-08-13 03:29:36,2019-08-13 03:43:55,1,2.0,27.55996197885037,Low
0x0313114b39affc4803da322503c31886ca2aaf9a,9,1122.2084545496577,124.6898282832953,154.59149852646362,5,2019-08-08 09:23:41,2019-08-12 20:39:33,1,1.8,28.428440525879296,Low
0x03157f7906f0f95191c722e8ec789eb16e61d151,5,9.0,1.8,0.4472135954999579,10,2019-07-22 07:06:49,2019-07-31 09:16:13,1,0.5,29.0281517496089,Low
0x032073114d1221302a7896080aa0536f9a30fb7b,1,11.904728158496399,11.904728158496399,0.0,1,2019-08-05 16:01:19,2019-08-05 16:01:19,1,1.0,27.52148440897088,Low
0x0328a5783da080e1c94142165437947edc55c48b,1,250.0,250.0,0.0,1,2019-06-17 19:50:38,2019-06-17 19:50:38,1,1.0,27.521610132068435,Low
0x03342492433f8c22c16a6b3056869392f56f358f,1,0.34903365856293683,0.34903365856293683,0.0,1,2019-06-26 17:13:40,2019-06-26 17:13:40,1,1.0,27.521478307137375,Low
0x033b15d793f9b46ec35745d59c55ad622d33d0e2,1,31.01566785269879,31.01566785269879,0.0,1,2019-06-25 16:57:54,2019-06-25 16:57:54,1,1.0,27.521494500252903,Low
0x033e9b12438f95cdbe9170f313367f4c614c5fd4,7,40958.79076034989,5851.255822907127,6368.255765148586,2,2019-07-27 09:45:12,2019-07-29 02:52:11,2,3.5,32.415331432631625,Low
0x034a4081df0c5a039d05113a7d0b334083a7b084,8,302315.3583019576,37789.4197877447,35410.841700043275,56,2019-05-30 06:39:10,2019-07-25 01:17:35,1,0.14285714285714285,35.28669287402148,Low
0x034a94bd2b03d95fa3341e762416d45c6d9e4bff,1,479.540254627624,479.540254627624,0.0,1,2019-05-23 20:19:00,2019-05-23 20:19:00,1,1.0,27.521731337800926,Low
0x034b9c0f16f18bd15c97ebd886972c5cc1513e7d,15,145.96350026181736,9.730900017454491,7.0008607833234,13,2019-05-31 12:42:17,2019-06-12 21:01:54,5,1.1538461538461537,48.49173590546129,Good
0x0353e34eade74802807a59daa2245e2413b839e0,1,491.2706502238413,491.2706502238413,0.0,1,2019-05-27 02:39:08,2019-05-27 02:39:08,1,1.0,27.521737531883055,Low
0x035fbddb81f64f4eea14002cc7b2e6c8f7e12337,1,1.0559062802874786,1.0559062802874786,0.0,1,2019-08-06 15:02:28,2019-08-06 15:02:28,1,1.0,27.52147868039223,Low
0x0364c42a15c2cc3073eba1e11ee5ab0c6a1b5b40,1,0.9986585289044876,0.9986585289044876,0.0,1,2019-08-13 07:18:39,2019-08-13 07:18:39,1,1.0,27.521478650163306,Low
0x0365901b575f4e62e1d4b573ec8165251ac2cbdb,14,76895.84630653416,5492.560450466726,4250.717627104084,20,2019-07-17 11:25:41,2019-08-06 10:16:51,1,0.7,30.80787669698951,Low
0x037082bc68d30b46dc72828a3f3a83c035e59a41,4,9944.799259820256,2486.199814955064,1801.2419993513752,11,2019-07-26 13:50:58,2019-08-05 19:12:46,1,0.36363636363636365,29.097776552742964,Low
0x037233180981756cab77ae0ba784619cba7b3f87,12,16915.130649313807,1409.5942207761507,1993.9909332060859,12,2019-06-11 07:48:22,2019-06-23 03:07:46,3,1.0,38.86923906987254,Low
0x0372c7bfbb5b38699d954faee540d6b90cafc877,3,12296.222963309043,4098.740987769681,4094.345905911479,1,2019-08-02 13:42:24,2019-08-02 14:11:22,2,3.0,32.154717574287446,Low
0x037fef58925a50bb28d3f7a3fac865cd51fd9511,9,260.5197265391748,28.946636282130537,37.61712132233868,11,2019-06-27 22:11:11,2019-07-08 19:50:26,2,0.8181818181818182,33.988830358815534,Low
0x0385f650cc068367fcdc2f9f739766f82405fd09,6,2499.4680440643183,416.57800734405305,564.5846790970539,14,2019-07-26 04:08:31,2019-08-08 23:23:34,1,0.42857142857142855,29.654238972645008,Low
0x03921f4aec121e1a23d02472aec0c5f4ecae601f,1,24.931151790336692,24.931151790336692,0.0,1,2019-06-18 14:38:29,2019-06-18 14:38:29,1,1.0,27.521491287403688,Low
0x0393f591f970708c840ed9970f2a867d8b588c83,4,159790.90320443275,39947.72580110819,31069.814618514694,25,2019-07-15 07:28:17,2019-08-08 15:54:11,2,0.16,35.17027215215599,Low
0x03a071387d6fb6ae7f899ce6d15e7d66d3964208,1,13.839733698027862,13.839733698027862,0.0,1,2019-08-13 01:53:15,2019-08-13 01:53:15,1,1.0,27.521485430725274,Low
0x03a4018bbc6823bafca57ca0af68739292442548,2,145.77131830241473,72.88565915120736,0.00028698520050962953,1,2019-08-06 01:53:12,2019-08-06 02:17:36,1,2.0,27.56025193799051,Low
0x03b46c1e6f6bf60bfa5b28368d8c937b0cd0bc59,1,11.213364818319718,11.213364818319718,0.0,1,2019-06-27 00:42:50,2019-06-27 00:42:50,1,1.0,27.5214840439055,Low
0x03bdc7af3bd6bd1c84ada9e2ce28504307cafbd3,2,13.985908569847203,6.992954284923601,9.736930078603162,1,2019-07-31 15:26:53,2019-07-31 15:48:15,1,2.0,27.55992749722362,Low
